provider_id,provider_name,contract_date,risk_score,price_per_mwh
P0973,Eclipse Capacitors LLC,2024-09-26,33,61.99
P0974,Quantum Systems Ventures,2025-06-13,39,69.43
P0975,Sunrise Networks Dynamics,2025-03-08,51,58.44
P0976,Symphony Enterprises Innovations,2025-02-28,17,44.55
P0977,Sunrise Innovations Holdings,2024-07-20,54,79.34
P0978,Radiant Networks Global,2024-06-14,6,43.74
P0979,Momentum Wave Resources,2025-05-25,42,37.43
P0980,Eclipse Volt International,2025-02-20,97,30.13
P0981,Horizon Enterprises Dynamics,2024-12-06,97,58.96
P0982,Zenith Grid Discoveries,2024-09-29,57,97.95
P0983,Vertex Grid Enterprises,2025-01-06,89,76.22
P0984,Eco Flux International,2024-07-29,49,96.89
P0985,Horizon Grid Inc.,2025-03-25,56,94.6
P0986,Catalyst Solutions Technologies,2025-06-11,55,64.39
P0987,Vertex Networks Works,2024-08-16,74,47.87
P0988,Eclipse Enterprises Co.,2025-04-18,45,40.25
P0989,Quantum Capacitors Inc.,2024-07-06,22,72.89
P0990,Pioneer Wave Enterprises,2025-03-09,12,42.45
P0991,Horizon Volt Services,2024-09-29,46,66.5
P0992,Symphony Services Group,2024-07-09,47,32.27
P0993,Symphony Holdings Partners,2024-10-13,51,96.19
P0994,Elemental Industries Technologies,2025-05-08,7,31.19
P0995,Symphony Grid Holdings,2025-01-26,79,72.58
P0996,Eco Dynamics Group,2024-11-10,98,70.59
P0997,Eclipse Flux Systems,2024-12-04,12,71.24
P0998,Radiant Concepts Ventures,2024-06-28,97,35.49
P0999,Elemental Power Systems,2025-01-13,61,66.71
P1000,Apex Wave Dynamics,2024-10-04,14,46.47
